Study_Hours,Attendance_Percentage,Internal_Marks,Assignment_Score,Final_Marks,Result
7.93,67.04,49,14,53.12,Pass
11.41,63.27,30,18,59.36,Pass
8.76,54.39,46,5,53.19,Pass
0.62,62.35,35,18,44.05,Pass
10.61,46.66,46,16,69.15,Pass
10.35,98.27,23,8,57.71,Pass
5.32,74.44,50,20,60.12,Pass
7.03,47.67,37,12,47.72,Pass
11.71,61.17,26,14,52.17,Pass
6.39,72.82,30,15,43.98,Pass
10.86,71.97,35,12,63.97,Pass
1,42.13,35,1,35,Fail
2.29,97.05,22,1,35,Fail
5.29,56.52,44,10,41.52,Pass
7.02,40.97,42,15,52.73,Pass
9.79,44.59,43,16,56.46,Pass
11.86,74.81,28,2,49.32,Pass
4.67,48.27,27,0,35,Fail
0.57,42.5,26,17,35,Fail
9.61,62.78,50,13,55.73,Pass
7.25,77.37,44,8,50.44,Pass
2.38,46.71,46,8,39.81,Fail
5.94,58.8,36,11,52.54,Pass
8.91,65.07,30,2,46.7,Pass
9.24,49.57,50,1,48.59,Pass
6,70.36,23,0,35,Fail
3.66,45.11,23,8,35,Fail
11.68,42.79,24,12,52.23,Pass
7.96,71.19,27,20,42.59,Pass
4.9,54.87,29,15,35,Fail
3.37,45.72,36,18,35,Fail
8.77,65.43,25,9,47.21,Pass
2.91,94.91,28,4,40.37,Pass
2.06,83.45,29,13,41.62,Pass
6.36,88.94,27,14,42.04,Pass
3.48,92.31,34,2,35,Fail
7.55,98.36,37,8,46.72,Pass
1.42,85.79,42,0,35,Fail
7.86,76.5,24,0,45.35,Pass
3.4,61.93,37,18,49.08,Pass
0,50.9,46,5,35,Fail
1.52,81.2,20,10,35,Fail
11.2,99.7,21,17,57.83,Pass
10.41,68.04,46,13,62.55,Pass
2.8,83.42,29,15,36.94,Fail
9.34,69.71,25,0,41.01,Pass
7.3,65.92,46,9,45.33,Pass
11.65,64.62,47,9,47.99,Pass
4.48,70.28,43,12,44.23,Pass
8.18,62.01,38,0,46.65,Pass
0.76,84.93,40,2,35,Fail
4.75,92.46,50,13,46.06,Pass
11.57,92.97,30,20,55.59,Pass
6.47,53.66,37,15,47.63,Pass
3.45,93.75,47,19,47.09,Pass
1.44,60.49,35,5,35,Fail
8.44,58.56,27,0,35,Fail
7.74,83.61,23,19,44.71,Pass
4.49,58.28,30,4,40.22,Pass
11.41,43.18,29,7,53.1,Pass
0.27,62.42,35,11,35,Fail
3.64,83.29,31,0,38.44,Fail
11.05,59.62,41,12,60.26,Pass
3.85,77.77,22,8,35,Fail
3.03,79.61,30,19,51.21,Pass
6.41,84.02,50,7,61.44,Pass
9.89,93.83,43,12,58.15,Pass
1.24,65.95,35,1,35,Fail
11.32,49.99,43,14,62.12,Pass
9.54,59.14,22,13,53.64,Pass
2.18,65.93,47,18,39.64,Fail
8.54,82.83,44,8,62.55,Pass
4.62,40.79,29,18,35.44,Fail
4.83,58.95,48,13,47.24,Pass
9.4,86.79,40,7,51.04,Pass
11.55,80.25,35,4,54.64,Pass
1.52,83.9,45,6,35,Fail
5.05,88.71,44,3,40.56,Pass
5.77,86.99,26,7,45.93,Pass
4.52,80.93,50,3,45.02,Pass
4.36,66.38,34,20,56.43,Pass
0.63,99.02,34,0,35,Fail
8.23,74.14,29,7,43.57,Pass
5.23,52.17,22,6,35,Fail
2.34,57.57,25,10,35,Fail
9.79,81.61,45,20,68.28,Pass
9.63,95.48,37,15,60.2,Pass
5.84,50.72,41,16,41.77,Pass
3.58,44.94,47,4,41.56,Pass
7.66,92.89,24,6,52.38,Pass
3.46,94.92,35,9,40.16,Pass
2.83,56.58,32,12,42.99,Pass
8.77,62.64,22,19,49,Pass
0.48,79.61,49,14,46.35,Pass
1.14,59.8,34,5,35,Fail
0.08,92.63,42,1,43.36,Pass
1.84,46.45,46,3,35,Fail
0.83,42.28,39,20,35,Fail
11.95,52.51,46,13,74.94,Pass
3.47,57.17,49,14,36.69,Fail
1.79,46.78,25,13,35,Fail
2.89,43.94,44,3,35,Fail
11.23,85.34,47,5,62.83,Pass
6.24,49.86,49,6,47.55,Pass
4.38,94.84,41,12,47.58,Pass
10.48,62.08,23,16,58.02,Pass
4.74,80.24,34,16,54.15,Pass
4.02,53.52,45,3,35,Fail
2.49,54.42,50,18,36.25,Fail
4.53,74.48,37,19,45.32,Pass
3.8,73.64,28,12,40.45,Pass
8.13,86.12,50,8,58.85,Pass
3.47,85.47,49,1,46.11,Pass
6.93,80.24,39,19,65.68,Pass
0.79,66.95,23,17,35,Fail
2.3,93.44,35,19,43.13,Pass
4.89,77.35,37,16,44.59,Pass
11.24,99.41,50,6,65.68,Pass
4.53,89.16,24,16,48.16,Pass
7.97,42.66,32,9,41.51,Pass
3.06,59.24,25,13,37.32,Fail
1.52,74.31,45,11,35,Fail
0.7,83.29,41,11,37.15,Fail
3.66,73.02,38,16,37.16,Fail
1.89,87.17,31,18,38.16,Fail
2.09,56.96,50,13,48.96,Pass
9.13,51.03,34,16,54.98,Pass
0.19,43.24,49,14,35,Fail
6.69,74.4,28,20,52.44,Pass
4.55,81.32,26,5,39.55,Fail
6.08,59.57,48,18,55.76,Pass
6.75,76.82,33,19,54.14,Pass
3.76,43.13,38,5,35,Fail
3.54,45.96,39,5,35,Fail
8.8,82.11,35,3,53.75,Pass
10.46,62.08,42,0,45.72,Pass
2.31,80.28,46,18,48.84,Pass
1.17,89.9,43,10,44.65,Pass
10.77,91.16,41,6,55.45,Pass
4.2,50.33,23,1,35,Fail
6.62,69.18,31,3,40.36,Pass
4.31,84.04,37,5,36.75,Fail
1.51,86.44,45,4,35,Fail
7.07,87.08,27,20,50.87,Pass
6.3,53.69,36,8,39.15,Fail
2.44,51.55,44,10,39.86,Fail
5.42,75.4,50,17,55.45,Pass
9.56,84.47,43,19,57.94,Pass
7.09,59.15,22,16,53.64,Pass
1.16,46.28,45,12,35,Fail
6.58,83,23,16,47.35,Pass
8.43,57.98,29,9,44.16,Pass
9.51,49.98,35,17,55.42,Pass
7.55,48.86,39,16,46.87,Pass
1.83,58.89,21,11,35,Fail
8.52,75.56,31,14,51.77,Pass
8.13,61.5,35,18,61.52,Pass
0.29,41.24,46,14,36.53,Fail
4.94,45.81,29,12,44.11,Pass
4,57.43,24,6,35,Fail
8.03,79.58,48,10,53.13,Pass
2.59,45.91,31,7,35,Fail
7.09,73.64,22,19,51.54,Pass
10.96,47.19,31,15,60.98,Pass
9.57,52.7,46,10,54.85,Pass
11.06,50.33,20,4,38.58,Fail
11.74,44.03,21,6,52.83,Pass
0.13,80.28,30,15,38.92,Fail
7.47,67.8,31,15,52.8,Pass
4.95,89.86,26,19,54.8,Pass
10.32,45.93,50,16,52.71,Pass
3.02,48.68,20,18,35,Fail
11.77,58.39,50,14,66.69,Pass
7.36,85.95,47,14,53.2,Pass
9.52,58.35,32,19,61.34,Pass
1.03,64.51,32,20,35,Fail
2.2,58.1,21,14,37.74,Fail
9.1,44.81,49,2,46.03,Pass
0.26,96.37,29,11,40.3,Pass
9.8,72.91,42,5,51.12,Pass
0.17,87.27,20,19,35,Fail
7.89,79.5,26,4,45.16,Pass
4.38,70.86,32,10,43.78,Pass
7.34,45.38,43,11,43.77,Pass
8.35,78.56,46,6,62.58,Pass
4.11,49.32,48,8,48.52,Pass
1.3,64.86,49,17,41.9,Pass
0.84,77.75,21,13,35,Fail
7.07,86.93,39,3,48.19,Pass
6.25,81.1,26,7,45.67,Pass
8.91,80.29,36,15,61.98,Pass
6.12,48.94,41,3,35,Fail
5.07,60.77,24,18,50.58,Pass
4.78,42.57,30,5,39.27,Fail
0.32,83.17,41,18,35.24,Fail
4.03,97.16,43,14,57.51,Pass
11.71,55.85,30,11,65.81,Pass
10.48,45.26,30,11,43.01,Pass
3.95,68.53,36,1,38.59,Fail
7.05,91.4,38,8,55.93,Pass
10.17,73.12,46,2,57.82,Pass
5.3,42.81,48,0,44.72,Pass
0.22,98.46,44,13,41.72,Pass
0.89,89.72,47,12,44.16,Pass
6.12,47.9,27,4,35,Fail
11.63,95.31,39,6,59.29,Pass
8.32,67.04,46,13,63.38,Pass
0.85,62.31,33,15,35,Fail
2.27,67.66,29,17,37.34,Fail
9.26,90.07,44,13,56.41,Pass
10.1,79.57,26,0,44.27,Pass
7.41,43.55,21,5,38.15,Fail
7.73,97.46,36,20,59.65,Pass
0.34,48.87,20,9,35,Fail
9.94,84.73,32,5,49.58,Pass
9.46,78.17,38,1,58.14,Pass
3.11,51.25,48,6,43.61,Pass
8.5,50.24,33,16,51.75,Pass
2.58,92.22,50,13,49.76,Pass
0.48,65.18,45,6,35,Fail
2.41,79.27,37,20,51.64,Pass
2.14,70.24,39,8,35,Fail
4.05,83.64,33,18,40.51,Pass
5.02,68.75,34,20,39.95,Fail
6.1,57.24,33,10,35,Fail
5.72,61.8,43,2,38.01,Fail
3.25,91.54,24,3,41.49,Pass
0.35,68.08,35,4,40.85,Pass
7.26,52.81,24,3,42.81,Pass
4.75,96.08,41,12,41.17,Pass
3.58,87.8,32,8,35,Fail
10.4,43.34,47,13,53.55,Pass
8.96,99.94,35,15,58.96,Pass
10.29,81.7,34,5,50.37,Pass
5.94,49.62,50,9,50.81,Pass
1.57,54.23,24,20,35,Fail
8.35,81.55,40,12,60.68,Pass
2.47,86.79,50,2,43.37,Pass
5.29,54.34,49,10,53.53,Pass
0.78,55.42,42,2,35,Fail
9.9,58.43,25,6,51.88,Pass
1.51,75.88,48,9,35.99,Fail
10.84,50.31,32,0,47.17,Pass
10.37,46.25,35,3,44.49,Pass
5.57,80.73,49,7,51.61,Pass
8.93,86.75,29,19,64.96,Pass
7.43,70.06,46,16,62.94,Pass
9.64,61.83,21,4,45.97,Pass
5.18,65.92,32,16,44.54,Pass
9.43,63.3,36,8,52.18,Pass
5.55,97.6,20,7,48.35,Pass
11.29,86.09,23,6,49.73,Pass
5.84,52.49,37,4,42,Pass
5.55,63.05,25,3,40.76,Pass
9.42,72.64,47,2,54.4,Pass
9.86,76.78,31,7,57.4,Pass
6.65,68.09,44,4,57.92,Pass
2.16,88.61,45,4,38.63,Fail
5.61,86.06,46,16,53.66,Pass
11.62,70.31,50,14,69.1,Pass
9.04,91.27,49,7,62.54,Pass
9.73,85.07,45,6,65.35,Pass
0.39,86.71,43,16,47.07,Pass
5.61,97.38,39,11,52.48,Pass
7.76,55.99,32,3,35,Fail
9.96,56.06,47,19,56.26,Pass
0.59,93.34,21,17,38.92,Fail
10.23,86.33,36,3,51.58,Pass
6.58,95.59,42,9,58.2,Pass
2.37,43.79,29,2,35,Fail
3.81,77.67,38,4,37.85,Fail
3.38,48.68,49,11,37.83,Fail
6.37,70.23,41,4,44.41,Pass
0.62,49.34,24,4,35,Fail
1.9,47.68,40,3,35,Fail
9.75,40.73,31,5,50.53,Pass
1.59,77.81,37,9,39.35,Fail
2.8,61.54,49,5,39.77,Fail
5.44,46.31,28,0,35,Fail
6.21,59.37,30,15,52.54,Pass
9.16,50.14,23,10,41.96,Pass
5.37,96.5,29,5,40.72,Pass
9.48,59.2,20,19,52.29,Pass
7.42,60.04,21,17,43.26,Pass
1.36,90.39,28,5,35,Fail
1.88,78.87,42,16,35.05,Fail
5.24,82.61,45,11,48.19,Pass
4.76,78.16,37,16,47.42,Pass
8.92,96.77,35,20,59.07,Pass
6.97,52.42,42,17,58.76,Pass
4.66,99.34,33,9,47.34,Pass
2.05,89.86,23,19,38.66,Fail
2.72,75.34,45,11,39.71,Fail
6.91,79.74,21,3,35,Fail
5.08,78.93,31,9,38.93,Fail
6.18,43.5,39,4,40.31,Pass
2.05,53.08,24,3,35,Fail
7.95,97.69,48,15,58.98,Pass
10.23,72.06,49,4,66.74,Pass
3.1,62.7,23,18,42.64,Pass
5.9,85.72,34,5,42.02,Pass
11.71,71.47,22,20,63.72,Pass
4,40.79,41,6,42.6,Pass
7.14,84.17,36,9,52.01,Pass
1.08,83.93,27,6,35,Fail
7.27,49.91,31,13,36.8,Fail
1.08,97.4,40,9,38.37,Fail
11.51,53.43,27,19,55.2,Pass
8.59,67.46,45,10,52.62,Pass
9.46,46.88,39,13,52.48,Pass
8.45,76.2,39,11,53.65,Pass
7.08,62.53,24,3,36.6,Fail
5.4,61.19,40,12,39.21,Fail
10.3,89.62,46,2,50.05,Pass
11.48,40.57,25,12,56.1,Pass
5.99,87.88,24,19,57.65,Pass
11.18,74.29,40,18,66.42,Pass
7,99.17,48,14,54.5,Pass
6.46,75.37,27,18,54.01,Pass
5.45,43.32,41,19,58.28,Pass
2.51,43.04,37,3,35.4,Fail
0.04,92.99,23,5,35,Fail
2.9,90.47,23,14,35,Fail
6.12,60.75,24,3,35,Fail
4.56,77.08,50,5,52,Pass
5.38,69.38,34,1,35,Fail
11.77,98.03,25,3,53.16,Pass
4.2,97,46,17,54.6,Pass
5.43,99.03,40,14,55.52,Pass
1.6,91.99,35,11,37.02,Fail
0.58,94.57,33,7,35,Fail
9.3,53.04,33,11,51.83,Pass
6.85,89.86,35,8,48.27,Pass
9.13,82.53,46,6,54.69,Pass
1.8,97.77,41,7,39.16,Fail
6.86,74.28,43,19,54.19,Pass
3.04,45.11,23,9,35,Fail
2.74,75.84,30,10,37.75,Fail
0.14,81.19,38,1,35,Fail
1.56,53.22,44,3,35,Fail
3.71,63.65,38,20,51.24,Pass
1.4,75.91,46,20,43.45,Pass
11.83,62.45,27,8,58.17,Pass
3.7,62.5,29,7,40.35,Pass
1.56,47.99,47,4,35,Fail
2.39,96.44,24,13,35,Fail
7.05,85.03,35,1,42.86,Pass
0.77,40.07,44,20,35,Fail
10.35,85.94,22,16,51.19,Pass
11.54,84.39,45,7,69.17,Pass
2.96,40.58,29,1,35,Fail
5.4,62.18,43,14,35.6,Fail
0.27,76.4,49,1,35,Fail
7.69,67.17,48,10,51.18,Pass
4.97,86.68,32,13,50.66,Pass
3.24,65.53,26,20,37.03,Fail
2.48,49.23,31,9,35,Fail
7.85,98.58,42,6,56.34,Pass
4.99,54.52,33,13,37.55,Fail
2.16,83.06,46,12,38.42,Fail
8.27,48.59,29,20,61.7,Pass
6.78,59.74,28,1,39.67,Fail
10.3,66.52,31,9,53.78,Pass
1.41,51.53,43,0,35,Fail
9.43,67,22,0,51.21,Pass
8.08,49.43,49,2,55.92,Pass
1.38,73.54,32,10,35,Fail
8.34,79.82,25,18,53.79,Pass
5.3,43.75,46,8,41.63,Pass
11.34,92.27,25,12,68.87,Pass
1.7,51.11,40,3,35,Fail
7.71,53.52,38,19,47.43,Pass
4.58,79.68,44,5,35,Fail
11.48,68.13,26,1,58.03,Pass
3.96,69.96,23,8,35,Fail
11.55,47.69,41,17,62.44,Pass
10.82,88.34,24,3,49.98,Pass
3.24,77.02,20,0,35,Fail
9.64,48.12,37,0,46.31,Pass
11.95,62.44,36,19,69.07,Pass
3.03,88.62,28,16,41.53,Pass
5.24,74.1,28,18,51.45,Pass
6.24,46.52,40,2,43.22,Pass
3.54,62.37,43,16,49.52,Pass
0.18,54.56,29,2,35,Fail
2.64,71.05,39,3,35,Fail
3.38,90.6,36,12,37.89,Fail
5.32,66.18,32,14,49.35,Pass
2.05,66,48,11,42.1,Pass
10.48,94.32,23,2,49.47,Pass
8.46,74.57,42,20,55.45,Pass
1.02,73.97,46,7,42.59,Pass
7.8,55.71,37,0,42.59,Pass
7.84,76.46,37,17,65.48,Pass
11.47,74.55,41,12,53.1,Pass
0.04,63.81,28,6,35,Fail
2.98,99.44,22,12,35,Fail
11.13,92.91,26,16,58.1,Pass
11.19,84.98,45,12,64.54,Pass
8.65,72.24,34,12,56.38,Pass
9.19,67.72,49,10,60.09,Pass
1.1,51.09,28,13,35,Fail
6.17,58.34,46,20,51.23,Pass
2.78,86.44,48,9,35.94,Fail
2.17,67.22,28,7,35,Fail
9.72,92.94,46,5,55.92,Pass
1.62,48.87,23,18,37.33,Fail
5.62,70.5,37,18,48.24,Pass
11.26,78.82,50,11,64.63,Pass
2.23,71.01,36,20,43.68,Pass
11.74,93.35,41,6,70.19,Pass
11.93,99.37,40,17,77.66,Pass
6.67,46.95,25,19,57.07,Pass
2.04,47.8,26,17,35,Fail
3.79,47.82,44,2,36.27,Fail
5.09,80.87,29,8,40.73,Pass
3.71,62.36,29,5,35,Fail
3.37,84,46,0,35,Fail
11.67,64.33,25,9,58.77,Pass
1.84,77.66,25,7,35,Fail
8.8,86.19,48,16,66.32,Pass
0,72.89,50,2,35,Fail
7.15,72.37,38,2,36.71,Fail
10.99,45.29,48,2,49.18,Pass
3.46,64.65,27,6,35,Fail
2.23,72.75,28,10,37.84,Fail
7.82,67.72,20,17,48.57,Pass
8.55,94.05,35,4,56.4,Pass
8.26,94.39,25,1,55.19,Pass
3.83,89.32,42,13,39.63,Fail
3.03,62.52,46,0,35,Fail
11.47,83.04,27,3,53.16,Pass
11.08,63.72,34,13,54.51,Pass
5.49,53.96,31,14,44.82,Pass
10.15,60.57,29,19,71.74,Pass
5.43,44.26,35,19,40.87,Pass
5.09,59.91,34,16,47.92,Pass
1.88,67.64,30,2,35,Fail
5.12,97.33,43,3,37.37,Fail
6.45,58.8,26,17,42.48,Pass
0.27,94.15,27,0,35,Fail
5.33,53.73,30,4,37.78,Fail
9.38,51.46,28,17,61.46,Pass
8.16,71.14,45,12,57.66,Pass
7.62,80.35,26,13,49.37,Pass
10.91,42.66,34,19,62.84,Pass
0.22,53.26,34,2,35,Fail
6.68,67.34,35,5,43.68,Pass
9.45,59.86,22,10,46.5,Pass
6.5,82.76,35,8,50.64,Pass
3.89,70.67,34,19,47.97,Pass
1.64,49.62,44,18,38.62,Fail
10.65,93.67,20,6,59.48,Pass
5.65,57.57,33,20,52.17,Pass
10.54,83.87,43,9,66.34,Pass
7.03,86.79,41,6,46.03,Pass
8.09,97.79,30,4,46.73,Pass
9.65,69.91,22,3,52.79,Pass
7.91,76.95,28,16,57.32,Pass
4.78,60.09,25,4,35,Fail
6.16,80.69,50,16,58.78,Pass
9.64,67.8,42,16,65.46,Pass
4.48,66.26,35,16,39.61,Fail
4.66,91.33,30,0,42.4,Pass
1.15,43.01,37,1,35,Fail
10.98,92.92,36,18,74.12,Pass
1.09,91.12,36,8,35,Fail
7.78,70.38,22,19,42.98,Pass
4.96,69.41,46,14,52.25,Pass
4.87,61.71,38,18,41.81,Pass
8.15,99.65,43,4,52.06,Pass
0.81,46.67,42,12,35,Fail
7.12,75.41,34,3,40.47,Pass
9.26,80.9,29,12,60.8,Pass
9.94,96.06,27,5,53.8,Pass
2.05,86.81,36,11,37.98,Fail
10.77,78.63,23,8,48.34,Pass
7.87,47.01,27,14,46.96,Pass
10.58,62.42,45,20,64.71,Pass
5.82,48.33,21,14,50.55,Pass
6.5,92.87,42,16,56.69,Pass
11.03,84.98,27,4,55.79,Pass
10.8,85.45,49,4,58.64,Pass
5.38,79.14,44,4,45.23,Pass
3.29,70.42,26,20,43.5,Pass
4.72,49,47,13,41.14,Pass
4.65,59.78,28,1,35.36,Fail
3.44,48.21,37,8,36.08,Fail
3.22,83.49,46,13,35.39,Fail
10.33,49.61,36,14,60.19,Pass
0.84,82.13,20,3,35,Fail
8.13,81.54,46,5,55.15,Pass
2.07,67.56,31,13,35,Fail
4.13,48.11,23,4,41.47,Pass
0.74,58.89,36,10,35,Fail
3.24,59.21,26,20,35,Fail
9.22,82.02,43,13,62.94,Pass
10.62,46.82,22,6,45.3,Pass
2.66,89.74,49,13,40.3,Pass
5.56,85.66,20,12,40.68,Pass
5.64,51.18,38,17,46.84,Pass
10.48,83.15,21,1,43.89,Pass
9.15,80.11,25,8,50.24,Pass
6.16,84.89,30,10,47.91,Pass
8.05,51.34,42,19,55.79,Pass
10.17,49.46,44,10,51.83,Pass
0.11,54.19,40,5,35,Fail
4.83,61.95,23,0,35,Fail
10.89,87.62,20,4,52.8,Pass
8.88,84.28,30,13,56.18,Pass
6.51,95.53,35,15,52.52,Pass
6.36,43.52,49,8,44.27,Pass
4.17,40.69,25,18,35,Fail
6.25,81.95,30,19,48.66,Pass
7.86,56.76,27,7,39.1,Fail
5.02,60.04,39,7,36.31,Fail
8.57,72.81,20,15,43.32,Pass
10.33,46.14,33,17,62.72,Pass
1.86,78.56,49,7,44.05,Pass
5.42,59.51,40,8,55.49,Pass
4.9,77.96,45,4,45.52,Pass
8.25,90.04,40,1,54.33,Pass
3,50.27,21,20,35.08,Fail
7.68,95.85,25,13,58.94,Pass
10.53,71.84,45,17,65.04,Pass
5.02,95.38,28,12,50.13,Pass
10.93,52.46,33,11,55.92,Pass
11.92,76.27,41,14,75.24,Pass
1.27,64.23,27,20,35,Fail
2.8,86.45,45,14,52.11,Pass
11.4,76.35,22,0,48.21,Pass
11.5,69.67,29,6,50.22,Pass
1.17,94.78,37,12,38.89,Fail
0.18,62.63,39,17,35,Fail
1.93,53.2,47,0,36.28,Fail
11.95,76.49,28,10,61.88,Pass
2.16,77.44,28,12,44.91,Pass
6.03,66.35,38,19,46.82,Pass
10.18,69.2,47,8,55.71,Pass
0.24,97.57,32,15,35,Fail
7.25,83.96,20,10,46.55,Pass
3.32,46.64,36,2,35,Fail
10.35,52.73,23,16,48.46,Pass
3.4,98.53,23,1,35.08,Fail
8.24,83.59,46,8,61.85,Pass
8.09,94.9,35,8,53.79,Pass
2.66,58.23,47,15,40.79,Pass
0.42,84.51,35,0,35,Fail
4.91,82.84,34,16,46.63,Pass
3.47,57.68,45,9,39.38,Fail
9.71,73.05,25,19,59.2,Pass
9.6,77.64,24,4,44.22,Pass
5.48,68.87,41,7,49.75,Pass
7.28,89.63,29,12,45.86,Pass
7.25,89.97,26,20,50.97,Pass
9.93,91.04,26,4,45.52,Pass
5.1,88.21,29,3,43.7,Pass
3.31,69.29,49,7,49.24,Pass
3.18,62.89,29,6,35,Fail
6.43,89.88,44,4,51.79,Pass
5.39,69.41,34,9,44.72,Pass
5.28,54.78,25,16,42.5,Pass
1.09,70.44,43,5,35,Fail
8.62,48.51,21,9,39.35,Fail
2.56,81.5,27,15,42.23,Pass
2.36,60.16,44,9,44.01,Pass
4.95,55.64,39,3,42.87,Pass
2.73,97.39,34,1,35.72,Fail
7.01,86.61,40,0,50.53,Pass
4.46,87.22,40,2,35,Fail
5.39,77.42,37,12,36.99,Fail
6.45,90.35,24,11,39,Fail
2.44,85.55,44,0,50.64,Pass
1.87,75.93,23,20,47.66,Pass
10.57,97.67,29,9,50.09,Pass
5.2,51.5,38,5,37.81,Fail
4.95,96.6,33,8,42.71,Pass
0.43,64.09,42,0,35,Fail
5.98,71.7,43,11,52.78,Pass
6.65,47.36,32,4,37.04,Fail
6.71,72.41,48,0,49.65,Pass
8.48,76.67,29,1,48.77,Pass
2.13,99.86,41,13,35.19,Fail
3.03,98.51,25,1,35.61,Fail
9.73,97.98,32,4,54.13,Pass
11.37,60.9,40,9,53.23,Pass
1.63,99.48,30,19,39.44,Fail
5.97,67.33,41,5,45.84,Pass
2.57,91.11,44,4,40.72,Pass
0.72,52.98,34,1,35,Fail
3.91,70.35,21,8,35,Fail
1.72,97.96,45,9,42.67,Pass
8.52,96.82,46,7,50.39,Pass
6.4,81.02,34,5,53.33,Pass
1.73,87.87,38,4,35,Fail
0.11,50.59,36,20,36.79,Fail
9.7,83.3,39,17,70.63,Pass
2.11,77.08,37,19,48.71,Pass
7.27,45.49,25,17,46.71,Pass
4.04,46.79,34,1,35,Fail
7.03,46.51,48,11,50.24,Pass
3.79,83.46,50,7,38.05,Fail
1.04,48.5,36,3,35,Fail
2.68,68.06,43,19,46.71,Pass
2.26,61.42,45,3,35,Fail
5.14,73.03,41,8,37.51,Fail
7.9,82.39,28,8,49.56,Pass
3.17,81.08,31,11,42.86,Pass
0.14,70.93,41,13,41.02,Pass
6.23,67.86,45,2,47.61,Pass
7.27,63.87,42,5,44.4,Pass
11.55,91.71,24,14,64.05,Pass
7.07,59.85,33,18,52.06,Pass
5.65,55.56,43,3,36.83,Fail
6.88,84.6,27,0,35.9,Fail
11.13,61.59,45,8,64.11,Pass
9.94,90.82,44,15,66.64,Pass
3.88,59.67,47,8,43.54,Pass
2.85,82.12,41,11,42.76,Pass
3.15,42.71,36,13,39.49,Fail
6.05,63.13,28,14,41.64,Pass
8.93,60.59,22,20,51.58,Pass
6.04,89,44,15,58.78,Pass
0.81,98.02,26,7,35,Fail
8.68,67.65,49,9,53.1,Pass
9.67,89.49,31,13,54.36,Pass
3.47,81.98,48,16,50,Pass
7.97,98.04,22,2,35,Fail
5.12,88.67,28,3,47.86,Pass
10.67,44.65,33,15,54.7,Pass
10.14,82.8,42,13,64.8,Pass
6.31,72.13,42,13,54.38,Pass
8.3,40.99,42,15,53.96,Pass
10.6,55.08,37,7,46.93,Pass
5.95,95.31,30,17,46.04,Pass
3.76,95.56,23,6,35,Fail
9.04,87.93,45,2,60.46,Pass
2.64,98.91,27,5,35,Fail
4.66,88.39,47,19,51.79,Pass
10.39,40.61,37,15,62.4,Pass
8.69,57.27,32,3,39.27,Fail
4.85,41.84,23,18,39.15,Fail
2.58,45.65,29,1,35,Fail
4.27,53.13,27,3,35,Fail
3.41,70.21,50,1,40.43,Pass
2.11,90.85,31,6,37.57,Fail
8.92,91.72,38,14,68.59,Pass
3.02,76.97,31,16,36.42,Fail
5.45,95.69,41,13,49.98,Pass
4.63,70,47,10,50.04,Pass
11.78,93.34,21,16,60.47,Pass
4.69,67.24,43,4,38.61,Fail
0.96,56.63,27,13,35,Fail
1.08,94.98,47,16,35,Fail
7.09,63.28,32,19,57.06,Pass
7.19,70.2,20,20,56.45,Pass
5.03,59.73,22,1,35,Fail
5.18,79.77,49,6,41.54,Pass
0.65,99.7,50,3,39.27,Fail
6.2,41.53,21,7,36.74,Fail
6.06,93.99,42,0,37.84,Fail
1.79,40.24,42,9,35,Fail
1.25,61.85,39,0,37.75,Fail
1.48,50.12,47,0,36.33,Fail
1.21,85.44,47,3,39.06,Fail
7.32,43.04,27,16,47.2,Pass
2.36,73.21,22,4,35,Fail
3.02,57.7,49,13,44.36,Pass
2.08,48.02,44,5,35,Fail
11.49,86.31,40,6,62.29,Pass
10.26,53.05,49,7,49.25,Pass
2.77,53.42,48,17,35,Fail
3.93,56.5,34,3,35,Fail
2.52,75.21,49,2,43.54,Pass
5.9,79.58,21,3,39.86,Fail
0.24,41.06,44,15,37.59,Fail
8.06,54.51,36,12,50.4,Pass
6.28,65.86,46,10,56.05,Pass
10.78,59.92,43,10,65.8,Pass
1.97,93.05,25,4,37.26,Fail
9.65,87.26,47,19,64.01,Pass
9.5,77.55,20,0,43.66,Pass
1.53,60.28,49,13,37.95,Fail
4.78,82.04,23,19,52.23,Pass
2.04,90.62,38,18,50.31,Pass
3.06,75.69,26,4,35,Fail
3.16,87.07,42,19,52.61,Pass
6.67,84.95,41,5,50.28,Pass
4.94,74.3,33,18,42.83,Pass
11.37,58.73,45,11,67.2,Pass
1.52,84.75,33,13,47.6,Pass
11.68,52.41,29,16,60.79,Pass
2.77,86.77,47,6,41.74,Pass
9.27,88.27,43,20,61.98,Pass
4.07,89.33,26,0,35,Fail
1.72,68.37,35,16,35,Fail
10.29,51.55,23,5,41.08,Pass
3.71,45.98,26,3,35,Fail
7.91,84.6,34,13,55.45,Pass
6.8,93.18,36,7,42.2,Pass
5.66,79.05,22,17,45.97,Pass
5.95,48.65,35,19,55.49,Pass
8.79,96.09,21,12,54.17,Pass
1.05,99.35,26,7,35,Fail
8.02,66,44,15,58.58,Pass
10.75,75.69,35,4,46.63,Pass
0.69,86.63,40,2,35,Fail
1.69,84.18,28,12,38.24,Fail
8.6,98.07,31,14,60.56,Pass
5.25,46.89,48,3,46.38,Pass
4.84,74.84,43,2,48.48,Pass
1.64,81.52,20,1,35,Fail
6.08,93.41,33,3,49.07,Pass
1.52,92.45,30,5,37.45,Fail
